attention meditation delta theta velocity
66 34 4687 10765 8,695652 
67 17 8122 30101 30,3 
83 7 10265 20011 30,3 
84 13 146230 122981 34,5 
56 30 359758 176490 34,5 
43 35 963146 447755 8,695652 
26 34 1977857 249024 8,695652 
34 41 751004 68044 8,695652 
40 26 669638 66661 8,695652 
35 29 1534865 227591 8,695652 
44 38 371722 90111 8,695652 
47 51 2427680 228176 8,695652 
64 61 1717629 112104 8,695652 
64 61 754720 409591 30,3 
64 61 81186 14713 30,3 
69 64 1303869 19053 30,3 
75 53 250792 211299 30,3 
77 40 400034 156463 30,3 
70 51 294789 1056742 30,3 
70 51 1943699 481031 30,3 
70 51 246359 12517 30,3 
75 51 704526 427196 30,3 
81 66 519247 146182 30,3 
81 66 42075 34705 34,5 
81 74 751649 257528 34,5 
87 60 1111207 861019 34,5 
87 60 713671 885519 34,5 
87 60 283525 848710 34,5 
87 60 291431 95248 34,5 
87 60 1259191 102947 34,5 
87 60 993009 789199 34,5 
87 60 1278030 289560 34,5 
87 60 1400247 184051 34,5 
87 60 601240 88214 34,5 
87 60 739848 583385 34,5 
87 60 174032 24423 34,5 
87 60 3232733 114008 34,5 
87 60 491901 55020 34,5 
87 60 1568104 71850 34,5 
74 44 613093 268823 34,5 
67 47 1082174 62306 30,3 
61 47 360425 146761 30,3 
48 54 1714652 735808 30,3 
48 54 1328097 185303 8,695652 
48 47 60205 7822 8,695652 
40 50 1741732 275978 8,695652 
41 63 827785 228772 8,695652 
40 69 1311558 217538 8,695652 
44 70 2207454 107834 8,695652 
40 57 549219 591254 8,695652 
40 53 195286 72186 8,695652 
61 56 1286170 80383 8,695652 
61 56 1492752 23004 30,3 
47 37 1060500 504997 30,3 
61 43 84062 89000 8,695652 
61 38 1193885 208773 30,3 
53 29 61781 21358 30,3 
54 47 85154 51573 8,695652 
57 50 77784 46075 8,695652 
56 43 574458 81293 8,695652 
56 50 1508474 321097 8,695652 
56 50 1031068 14504 8,695652 
66 51 2552744 110781 8,695652 
61 47 901253 273151 30,3 
63 54 60307 62335 30,3 
56 38 1344301 460533 30,3 
54 38 2115281 839319 8,695652 
54 40 1166042 556480 8,695652 
64 61 139678 19693 8,695652 
54 51 458003 942231 30,3 
56 60 1056552 324678 8,695652 
53 74 1009145 296713 8,695652 
54 77 483227 149380 8,695652 
53 87 1004535 1004685 8,695652 
53 87 536660 28600 8,695652 
53 87 425751 20651 8,695652 
53 87 8 9 8,695652 
53 87 1309886 94835 8,695652 
53 87 314428 219574 8,695652 
44 60 2300520 1467139 8,695652 
40 50 270813 461235 8,695652 
35 35 106267 71259 8,695652 
44 51 625446 180281 8,695652 
56 66 1670305 138015 8,695652 
60 77 239373 95748 8,695652 
50 74 377288 207362 8,695652 
48 56 1239544 1518819 8,695652 
37 50 717250 183268 8,695652 
35 27 2349483 481343 8,695652 
41 37 1579921 951323 8,695652 
43 35 1959260 428764 8,695652 
43 47 520121 710247 8,695652 
41 70 1881822 630355 8,695652 
75 60 606278 91996 0 
88 63 1378048 35495 0 
74 61 116228 187867 9,52381 
69 74 1625704 67148 30,3 
70 66 479480 153373 30,3 
70 66 2408897 80103 30,3 
61 54 2546716 1506676 30,3 
60 60 79038 50472 30,3 
57 40 1277653 1486314 9,52381 
44 37 151810 217752 9,52381 
47 56 19652 5977 9,52381 
47 56 825049 62321 9,52381 
48 53 693379 137531 9,52381 
43 50 597030 143017 9,52381 
44 60 745890 558853 9,52381 
38 43 646336 30668 9,52381 
48 51 512775 15291 9,52381 
64 53 568897 123792 9,52381 
66 50 451270 255757 30,3 
69 26 141324 110498 30,3 
56 38 3885092 769638 30,3 
43 37 753434 761892 9,52381 
41 48 787336 579050 9,52381 
34 60 2072900 211400 9,52381 
38 48 1545617 499932 9,52381 
37 48 1948027 162601 9,52381 
38 56 1025727 20436 9,52381 
38 57 954232 60636 9,52381 
38 69 1027659 54107 9,52381 
48 75 2683229 359236 9,52381 
54 64 743687 68101 9,52381 
20 53 1163945 398182 0 
27 75 295613 84733 0 
11 66 1029904 146006 9,950249 
1 54 328117 180272 9,950249 
7 43 987050 45240 9,950249 
1 43 736897 182972 9,950249 
11 20 1507409 662374 9,950249 
23 30 453489 43814 9,950249 
14 26 237548 99663 9,950249 
13 40 2000663 225093 9,950249 
1 16 1117109 681250 9,950249 
20 43 805249 104673 9,950249 
35 40 275466 126112 9,950249 
35 40 570090 21275 9,950249 
50 41 792056 84528 9,950249 
87 61 80798 6213 9,950249 
93 40 734443 176075 23,00022 
93 40 1867412 902783 30,15 
78 35 2088396 1617710 30,15 
78 35 151832 103020 30,03 
69 38 1057014 235078 30,03 
60 40 107478 351720 30,03 
61 50 1419126 296137 13,30619 
75 48 847390 942386 15,58263 
77 38 1990680 341284 18,30335 
75 34 133532 90746 21,73677 
80 37 241041 229255 25,73697 
80 44 651054 245933 11,88005 
84 50 1702139 535769 9,950249 
84 50 132229 154044 30,15 
84 50 289579 33936 30,15 
84 50 2 1 30,15 
84 50 1269027 311654 30,15 
84 50 722497 529964 30,15 
84 50 1026595 1074797 30,15 
84 50 734626 9289 30,15 
84 50 776414 208406 30,15 
84 50 360154 312656 30,15 
84 50 1869086 858063 30,15 
70 51 1537663 648106 30,15 
60 51 962576 167313 30,03 
47 57 300194 229409 14,77545 
40 57 730923 149017 9,950249 
44 63 458384 826892 9,950249 
34 54 1231330 603585 9,950249 
37 41 1772916 137923 9,950249 
47 48 316495 21404 9,950249 
50 40 1082354 302220 9,950249 
74 60 716075 13946 9,950249 
78 64 696671 57122 11,51351 
67 60 1597983 358089 13,17683 
60 75 1721847 453875 15,12573 
56 50 57882 329198 9,950249 
53 51 1467947 256483 9,950249 
56 60 90567 10056 9,950249 
69 53 923755 115577 9,950249 
69 53 1329960 44588 11,53655 
75 67 665171 59496 15,60176 
75 67 858561 242002 18,08922 
75 64 749848 22918 21,03625 
77 69 255239 33727 24,34148 
77 74 148200 27248 28,166 
66 70 944764 730423 30,03 
66 70 553632 11156 30,03 
75 75 53506 6814 30,03 
81 77 1299220 164534 30,03 
70 66 2182251 1540621 30,15 
88 70 837528 56027 30,03 
70 63 1086530 102929 30,15 
57 61 1563823 290385 30,03 
57 70 914631 496125 14,33984 
48 67 1453213 322586 9,950249 
26 61 217170 64065 0 
54 67 916952 136037 9,995003 
56 77 561267 131136 9,995003 
56 67 1057149 503625 9,995003 
64 66 436482 527347 9,995003 
61 74 1685433 404719 10,17147 
67 67 3372922 141345 10,34692 
70 57 1739788 247739 10,5254 
77 60 513254 121200 10,71445 
75 54 1155045 117552 10,89164 
64 56 982453 288880 11,08394 
83 57 1113629 263670 11,27625 
78 63 1788006 124521 12,25179 
91 48 177993 61838 12,4731 
100 53 860340 44035 13,51835 
88 54 142870 398010 14,79101 
74 66 879918 513544 17,60113 
63 43 466514 1144616 17,9119 
75 44 942311 271741 18,23727 
80 44 923685 260093 18,54999 
93 54 920249 76713 16,96239 
91 64 193320 37879 18,42985 
77 75 1853249 206770 19,85483 
57 70 312016 268376 20,10862 
41 54 340134 231429 18,73084 
41 54 2494029 85364 16,07429 
41 54 622969 33418 14,94302 
41 54 521245 155081 13,96796 
41 54 1444477 2029251 13,04348 
44 51 1115254 201607 12,13764 
56 47 628742 681154 11,3854 
56 47 680671 253376 10,62653 
56 47 313169 2016 9,995003 
56 47 7 1 9,995003 
56 47 464364 2394510 9,995003 
56 47 1473345 81668 9,995003 
56 47 49957 62174 9,995003 
56 47 327042 191891 9,995003 
56 47 1012395 32565 9,995003 
56 47 830764 941209 9,995003 
56 47 178503 50987 9,995003 
56 47 767228 55803 9,995003 
66 38 1167174 527458 9,995003 
88 44 458020 192096 10,29737 
81 35 3050208 715818 11,03824 
77 37 1440302 326291 11,8739 
75 35 1186137 397449 12,04976 
61 44 700601 64492 12,22944 
61 51 973868 74319 12,40684 
77 61 839302 12529 12,59437 
77 60 1182325 388274 12,78473 
64 48 172838 177265 12,96629 
70 60 738617 112870 13,16491 
54 51 270664 87380 13,36389 
50 50 1210466 942049 12,4358 
66 54 976023 647149 11,52022 
67 47 1933589 473252 11,68383 
78 54 794318 43667 12,03728 
77 57 835793 234156 12,18506 
64 63 1207785 251532 12,34698 
63 64 87154 39171 12,51106 
66 63 321050 221870 12,68493 
66 63 824363 501993 12,85479 
64 66 829298 129128 13,03604 
69 56 435468 174170 13,39151 
69 66 1527876 104516 13,59256 
74 70 610699 30343 13,78147 
63 80 568554 24605 13,96601 
70 96 1916011 91343 14,1516 
70 77 76688 88795 14,35401 
87 63 77899 140024 14,54913 
87 63 795161 60230 15,61931 
87 63 682281 104014 16,65961 
87 63 144276 29452 17,95669 
87 54 1002703 689776 19,28716 
87 54 668200 97261 20,67483 
90 57 31111 1146 22,26227 
90 57 909410 83410 24,00755 
90 57 493358 5358 25,83796 
100 69 108266 5719 27,89144 
96 75 1097032 113365 29,88324 
96 77 234693 230407 30,015 
74 60 717190 875722 30,015 
74 60 738269 263118 30,003 
74 60 810370 98822 30,003 
74 60 1024491 41668 30,003 
74 60 60402 23623 30,003 
43 53 938421 157154 30,003 
35 56 676264 96066 27,90262 
30 56 1620625 1172881 26,00382 
40 70 172094 59224 24,17375 
53 75 231085 275709 22,46121 
51 80 259711 52782 20,9327 
56 78 1623628 290528 18,09905 
57 80 409590 200690 16,92651 
66 78 1857267 339090 15,79831 
66 78 1240807 362232 16,01146 
66 64 545815 301636 16,22586 
70 80 1113975 88100 16,4382 
74 81 1398429 139367 16,65331 
70 81 899042 119704 16,89151 
70 81 1717777 38177 17,11769 
87 87 1680778 45977 17,35558 
78 83 792112 99275 18,60427 
63 91 1219004 154735 18,85339 
