lowBeta highBeta attention velocity
38157 92325 56 10 
27578 14052 74 9,95 
38622 53199 81 11,60004 
8987 24290 78 16,15005 
20326 12826 81 18,0901 
7993 3312 80 22,69003 
113434 35201 63 18,14009 
16759 15146 61 20,00014 
22654 16661 56 21,82018 
109920 169481 56 17,32025 
7306 8728 56 12,77026 
64805 181539 63 9,95 
47869 118351 84 11,90004 
47708 136722 87 16,50005 
30630 14153 87 21,04998 
105404 74611 87 25,59991 
66959 75523 87 10 
39435 34728 84 11,40001 
190140 65602 84 16,00002 
418519 162683 66 20,59995 
41545 44921 60 24,32004 
87670 137472 60 19,57011 
37244 163744 60 14,82016 
4498 14070 60 10 
21178 47329 60 9,95 
33470 67347 60 9,95 
45794 63344 60 9,95 
439596 230766 60 9,95 
121121 94728 60 9,95 
155797 43521 60 9,95 
59960 77752 63 9,95 
68368 88615 78 11,82004 
98142 99843 77 13,72009 
17732 11033 77 15,54013 
15033 18312 75 0,02 
49147 74975 69 0,02 
2601 1512 57 0,02 
46701 8969 44 0,02 
8585 4271 44 0,02 
225093 206272 56 0,02 
416528 236284 56 0,02 
138137 52697 56 0,02 
173254 252361 56 0,02 
139782 32768 50 0,02 
26817 45684 75 0,02 
114670 137374 84 0,02 
288999 456530 88 0,02 
49925 34625 94 0,02 
19781 5630 67 0,02 
8482 4881 60 0,02 
74042 43950 47 0,02 
33967 37313 53 0,02 
8766 4437 53 0,02 
98182 44728 53 0,02 
62734 68648 53 0,02 
17173 21571 54 0,02 
179662 458117 56 0,02 
59733 36883 53 0,02 
5579 3337 30 0,02 
35658 70216 34 0,02 
18038 9483 37 0,02 
7002 1874 23 0,02 
3709 10301 50 0,02 
40365 45050 56 0,02 
171623 40089 54 0,02 
170011 133280 69 0,02 
9603 12398 57 0,02 
11542 4127 53 0,02 
124000 29220 44 0,02 
10625 26779 53 0,02 
22384 12724 50 0,02 
4298 9771 41 0,02 
153443 45105 50 0,02 
50690 30984 50 0,02 
6933 5387 43 0,02 
7849 4256 43 0,02 
32429 35961 57 0,02 
91100 75120 44 0,02 
75021 83127 51 0,02 
5512 17885 66 0,02 
921 2783 50 0,02 
17447 14405 35 0,02 
26877 21972 37 0,02 
165359 51378 26 0,02 
48974 111284 38 0,02 
56135 23772 43 0,02 
89122 66092 47 0,02 
2891 2166 38 0,02 
103857 47806 41 0,02 
47310 27541 61 0,02 
2068 1250 57 0,02 
4873 12655 74 0,02 
51315 47558 60 0,02 
54516 47696 48 0,02 
5767 5823 57 0,02 
305582 89260 57 0,02 
36693 18721 66 0,02 
113073 51817 78 0,02 
9060 7325 70 0,02 
16034 3199 57 0,02 
97108 111861 53 0,02 
60810 78315 40 0,02 
4854 2082 20 0,02 
16343 24198 24 0,02 
13574 7419 10 0,02 
22369 31880 4 0,02 
18084 56729 20 0,02 
10552 9620 27 0,02 
24955 21549 38 0,02 
44456 37001 35 0,02 
17799 7716 38 0,02 
4557 3097 29 0,02 
6475 4289 24 0,02 
10021 8034 14 0,02 
28503 6076 8 0,02 
18183 37392 27 0,02 
42680 62380 43 0,02 
24827 20630 51 0,02 
16305 6026 53 0,02 
103622 57566 50 0,02 
6511 8722 30 0,02 
3240 9201 27 0,02 
5894 13714 23 0,02 
96448 31758 27 0,02 
16254 6896 21 0,02 
9855 13939 21 0,02 
22598 15267 16 0,02 
24067 27589 27 0,02 
89636 56553 34 0,02 
30250 11268 30 0,02 
20743 23419 43 0,02 
24182 8066 37 0,02 
234069 175002 56 0,02 
29212 57944 64 0,02 
39372 26125 63 0,02 
76532 55263 66 0,02 
42685 39024 51 0,02 
8634 8267 53 0,02 
49948 24560 43 0,02 
34527 38683 48 0,02 
71724 28278 47 0,02 
10475 7507 40 0,02 
42438 12125 47 0,02 
18085 17929 47 0,02 
2730 2037 47 0,02 
16388 4691 29 0,02 
46174 69445 48 0,02 
30838 29716 47 0,02 
49542 34378 53 0,02 
30081 33191 66 0,02 
6939 2598 41 0,02 
38699 23486 37 0,02 
33707 51619 26 0,02 
17197 10406 23 0,02 
4819 2706 35 0,02 
16490 15626 48 0,02 
40247 31533 66 0,02 
14969 7939 67 0,02 
10258 18733 66 0,02 
11463 31194 69 0,02 
15243 11774 67 0,02 
21020 13945 67 0,02 
4737 1195 61 0,02 
23716 18939 50 0,02 
17085 12924 20 0,02 
5373 6996 16 0,02 
2383 3482 11 0,02 
5415 8508 1 0,02 
7321 11827 8 0,02 
3565 2372 14 0,02 
2791 3144 24 0,02 
18479 37963 44 0,02 
1270 3025 57 0,02 
66003 26001 61 0,02 
19442 7704 57 0,02 
2994 1494 47 0,02 
3567 3798 29 0,02 
3397 9157 38 0,02 
18944 27171 34 0,02 
10889 11541 34 0,02 
8822 3950 43 0,02 
26053 11775 23 0,02 
40136 18149 24 0,02 
7470 4224 21 0,02 
4320 1249 24 0,02 
51727 23912 29 0,02 
23512 17169 48 0,02 
14697 7489 44 0,02 
12757 6806 64 0,02 
7354 5315 64 0,02 
2935 8774 66 0,02 
12801 11339 67 0,02 
25089 19838 54 0,02 
3861 9394 75 0,02 
3908 6672 66 0,02 
6743 10616 64 0,02 
15520 17726 69 0,02 
818 810 40 0,02 
14093 13194 34 0,02 
2167 1702 43 0,02 
6968 4953 44 0,02 
30013 32581 74 0,02 
27594 12300 48 0,02 
7234 23216 67 0,02 
9626 6135 56 0,02 
6513 5548 53 0,02 
12635 16924 78 0,02 
26543 6018 50 0,02 
11080 10811 56 0,02 
65825 21699 40 0,02 
15627 3428 37 0,02 
43711 11359 37 0,02 
48611 40911 44 0,02 
130167 20988 24 0,02 
35543 87188 43 0,02 
92558 47127 38 0,02 
4079 13385 30 0,02 
36186 20397 53 0,02 
28734 11131 43 0,02 
6343 4711 57 0,02 
27601 11771 69 0,02 
19611 14536 63 0,02 
