run;lowBeta;highBeta;attention;velocity;currentLife;timestamp(s)
3;6260;6256;27;2,95;2;34,1438
3;32121;29626;29;2,95;2;35,17673
3;31410;28379;35;2,95;2;36,1763
3;7171;10694;43;2,95;2;37,15984
3;19777;8407;48;4,179999;2;38,14257
3;32535;15280;51;5,379998;2;39,14205
3;4642;4350;50;6,599997;2;40,15723
3;21250;15825;50;7,759995;2;41,12428
3;36528;42949;53;8,940017;2;42,10631
3;600;1519;43;10,10004;2;43,07233
3;5841;4738;40;11,30007;2;44,07193
3;24659;26795;43;8,200059;2;45,10555
3;8603;7196;47;9,380086;2;46,08779
3;3983;4962;56;10,54011;2;47,0535
3;13895;30991;63;11,78014;2;48,08634
3;16460;21519;57;8,88013;2;49,05246
3;52280;24888;51;10,10016;2;50,06846
3;9876;6708;41;12,46021;2;52,03416
3;38629;37979;47;13,66024;2;53,03363
3;5102;6229;43;14,90027;2;54,06627
3;6293;12638;54;17,22032;2;55,99864
3;80083;32924;53;18,42035;2;56,99813
3;13436;3890;43;19,64038;2;58,01422
3;19416;27975;41;20,02;2;58,99734
3;19717;13563;47;20,02;2;59,96317
3;35808;43678;48;20,02;2;60,97929
3;7324;7707;60;20,02;2;61,99546
3;61549;20840;51;17,05005;2;62,97822
3;2313;1435;40;18,23007;2;63,9609
3;10612;9080;44;15,2301;2;64,9614
3;5038;3693;38;16,41013;2;65,94305
3;3973;7370;47;13,46013;2;66,92594
3;14365;6696;51;14,66015;2;67,92535
3;26338;38610;50;15,84018;2;68,90816
3;14141;13321;47;17,06021;2;69,92424
3;11149;12345;51;18,26023;2;70,92381
3;13407;8469;50;19,42026;2;71,88992
3;7328;6365;43;20,02;2;72,92289
3;12808;11650;53;20,02;2;73,90571
3;9846;7704;41;20,02;2;74,88829
3;30688;20856;38;20,02;2;75,92107
3;28261;18971;38;17,05005;2;76,90383
3;32624;8888;21;14,05005;2;77,90348
3;14352;5875;29;11,15004;2;78,86956
3;17288;11820;37;8,000031;2;79,91901
3;31477;25907;48;5,050019;2;80,90176
3;23019;21542;63;6,230018;2;81,88447
3;11915;13407;63;3,180011;2;82,90118
3;15505;27225;61;2,95;2;83,86672
3;2924;8599;54;2,95;2;84,84957
3;12431;3757;48;4,199999;2;85,8493
4;16507;18318;44;2,95;3;0,02
4;7900;5297;44;2,95;3;0,3123159
4;1233;1817;44;4,199999;3;1,311598
4;15526;10655;48;5,359998;3;2,277618
4;8458;6967;48;6,579997;3;3,293691
4;13787;12770;53;7,739995;3;4,260054
4;9630;13013;57;8,960017;3;5,275927
4;5102;9687;66;10,14004;3;6,25971
4;2418;6876;67;7,140033;3;7,258145
4;5276;13051;91;4,140021;3;8,257651
4;11550;6681;87;7,040032;3;9,223745
4;5259;3479;66;10,09004;3;10,24068
4;14298;27852;74;7,090033;3;11,23951
4;9633;5500;54;4,190022;3;12,20559
4;15143;13952;51;5,41002;3;13,2225
4;7134;9643;60;6,630019;3;14,23782
4;26673;18390;53;0;2;15,22047
4;4090;4451;47;3,719999;2;16,20329
4;16529;7141;43;4,899998;2;17,18602
4;90272;42827;56;6,059997;2;18,15218
4;1743;1987;61;7,259996;2;19,15189
4;7379;18362;87;4,159984;2;20,18441
4;6884;13844;93;6,809994;2;21,18383
4;20106;9565;84;9,710005;2;22,15104
4;20966;8406;90;12,71002;2;23,14949
4;5437;5972;77;15,76003;2;24,16569
4;3523;3488;83;12,86002;2;25,13173
4;9316;14115;88;15,81003;2;26,11448
4;6555;12967;78;18,85999;2;27,1307
4;5302;3421;66;16,01003;2;28,09683
4;8415;9424;61;12,96002;2;29,11293
4;4115;16983;63;9,960006;2;30,11245
4;5081;12432;70;7,009995;2;31,09612
4;25041;33627;91;4,009983;2;32,0946
4;3249;2698;77;6,909994;2;33,06074
4;3883;3931;74;3,909983;2;34,06037
4;4196;5468;54;2,95;2;35,05974
4;6434;9393;40;4,199999;2;36,06006
4;2829;4669;48;2,95;2;37,09218
4;41628;13255;38;4,199999;2;38,09132
4;7911;12674;50;2,95;2;39,05845
4;7232;8000;50;4,159999;2;40,02364
4;3124;2873;48;5,379998;2;41,0398
4;19369;17899;67;6,599997;2;42,05581
4;14874;22221;69;3,549987;2;43,07196
4;4517;8239;81;2,95;2;44,0047
4;9669;7835;88;6,050007;2;45,02095
4;11144;9126;75;9,050018;2;46,0205
4;14642;15561;70;6,150007;2;46,98646
4;8978;14941;69;3,05;2;48,01924
4;702;1650;53;2,95;2;49,00204
4;2165;15490;63;4,159999;2;49,96909
4;9999;3933;63;2,95;2;50,9845
4;1323;488;63;2,95;2;52,0004
4;15854;9394;64;2,95;2;52,98317
4;4280;5372;56;2,95;2;53,99934
4;20363;14809;57;4,139999;2;54,94885
4;8040;7157;53;5,359998;2;55,96487
4;9921;11402;51;6,519997;2;56,931
4;3181;3672;48;7,699996;2;57,91402
4;27160;23261;70;8,900016;2;58,91425
4;7500;5258;64;5,850004;2;59,92947
4;23995;12966;51;2,95;2;60,91214
4;5441;3096;50;3,939999;2;61,97949
4;38221;14355;41;5,059998;2;62,9115
4;50952;18952;41;6,239997;2;63,89398
4;2444;5497;61;7,419996;2;64,87678
4;11637;9392;75;4,419984;2;65,87613
4;37446;8928;64;2,95;2;67,87542
4;24090;8482;60;2,95;2;68,84123
4;9959;6280;43;2,95;2;69,87399
4;6885;7765;43;4,219999;2;70,89012
4;1919;3155;54;5,359998;2;71,84061
4;9521;7283;53;6,559997;2;72,83894
4;84131;17540;56;7,819995;2;73,88834
4;5638;1850;56;8,940017;2;74,82132
4;76374;33778;53;10,16004;2;75,83833
4;4187;9762;57;11,34007;2;76,82028
4;4636;5325;57;12,5401;2;77,8198
4;16709;15934;54;13,76013;2;78,83578
4;8866;5357;56;14,94015;2;79,81859
4;14663;10496;61;16,16018;2;80,83511
4;13518;9638;50;13,26017;2;81,80171
4;25633;7431;54;14,4402;2;82,78474
4;13293;6045;47;15,62023;2;83,76644
4;24940;7367;34;16,86025;2;84,80012
4;23027;21457;50;13,86026;2;85,79851
4;3687;7904;56;15,06029;2;86,79904
4;11692;9623;64;16,20031;2;87,7475
4;10720;16950;78;13,2003;2;88,74709
4;49335;20874;74;10,15029;2;89,76308
4;4515;3035;70;7,100281;2;90,7792
4;4103;3513;78;4,25027;2;91,72864
4;28691;24558;77;2,95;2;92,71149
4;8034;4242;80;2,95;2;93,71105
4;13873;9999;69;2,95;2;95,72889
4;6132;14731;81;2,95;2;96,72598
