reward;lowBeta;highBeta;attention;currentProgress;timestamp(s)
1;2152;7605;54;0;0,02
1;87226;44191;50;0;0,0351128
1;28660;21142;43;10;1,005148
1;71919;56160;35;20;1,997342
1;10296;18657;30;30;2,984533
1;50152;57538;35;40;3,982446
1;4510;9054;26;50;4,976421
1;89424;29396;29;60;5,969635
1;2363;2043;27;70;6,960764
1;474414;90622;29;80;7,953037
1;42978;34127;40;90;8,950069
1;15608;7717;44;100;9,947552
1;18885;9496;41;100;10,87897
1;4869;1848;37;100;11,93264
