run;lowBeta;highBeta;attention;velocity;currentLife;timestamp(s)
6;9510;5739;34;2,95;2;41,23597
6;10676;6497;34;2,95;2;42,25204
6;18824;12524;27;2,95;2;43,25146
6;75885;12554;27;2,95;2;44,23441
6;4135;3911;23;2,95;2;45,21715
6;3594;1506;11;2,95;2;46,21658
6;18362;22163;17;2,95;2;47,21596
6;15689;15889;23;2,95;2;48,19878
6;4314;9695;43;2,95;2;49,2151
6;34557;19759;53;2,95;2;50,21468
6;3381;5678;54;2,95;2;51,19708
6;2385;6989;63;2,95;2;52,19685
6;1210;11021;67;0;1;53,1793
6;30779;15841;69;4,119999;1;54,17886
6;3627;4434;74;5,319998;1;55,17832
6;4816;11747;81;6,519997;1;56,17783
6;2291;15108;83;9,220007;1;57,12737
6;2208;12720;91;12,32002;1;58,15997
6;3002;16448;100;15,27003;1;59,14275
6;16198;34973;88;18,27;1;60,14226
6;11379;9757;66;20,05;1;61,14168
6;9841;14719;67;20,02;1;62,12461
6;4081;5543;69;20,02;1;63,09066
6;3576;11412;77;20,02;1;64,10677
6;4689;3582;81;0,02;0;65,10635
6;7039;6127;61;0,05;0;66,13895
7;19100;31415;21;2,95;3;0,02
7;20652;14957;23;2,95;3;0,9409648
7;3767;2169;38;2,95;3;1,94046
7;13158;31062;38;2,95;3;2,923149
7;5439;19598;66;2,95;3;3,92272
7;2899;7732;70;5,359998;3;5,888216
7;9488;12029;77;6,599997;3;6,921032
7;7130;19834;80;7,799995;3;7,920507
7;1312;2275;60;4,849984;3;8,903397
7;11547;12832;64;2,95;3;9,869364
7;33233;26018;64;4,219999;3;10,88563
7;17904;15784;34;5,459998;3;11,91819
7;11143;12756;34;2,95;3;12,86995
7;9428;13080;40;2,95;3;13,90047
7;9576;12952;40;2,95;3;14,83333
7;6992;19287;66;2,95;3;15,86614
7;5205;4474;63;4,139999;3;16,8156
7;7716;11067;69;5,359998;3;17,83163
7;6302;23422;78;7,719995;3;19,79734
