reward;delta;theta;lowAlpha;HighAlpha;lowBeta;highBeta;lowGamma;highGamma;attention;currentProgress;timestamp(s)
1;0;0;0;0,02178947;0;0;047;0;0,02
1;0;0;0;0,02178947;0;0;047;0;0,0348229
1;0;0;0;0,02178947;0;0;047;0;0,0394584
1;0;0;0;0,02178947;0;0;047;0;0,0421178
1;0;0;0;0,02178947;0;0;047;0;0,0652845
1;0;0;0;0,02178947;0;0;047;0;0,0973928
1;0;0;0;0,02178947;0;0;047;0;0,1274279
1;0;0;0;0,02178947;0;0;047;0;0,1583084
1;0;0;0;0,02178947;0;0;047;0;0,1889221
1;0;0;0;0,02178947;0;0;047;0;0,2200099
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,2514415
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,2822559
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,3139795
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,3442159
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,3757474
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,407448
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,4382243
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,4687301
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,5001189
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,5322888
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,5635938
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,5941618
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,6268493
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,6588
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,6889034
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,72011
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,7526971
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,7830177
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,8148654
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,8453093
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,8769394
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,9084057
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,9367754
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,9692817
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;0,99892
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;1,030958
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;1,062185
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;1,093293
1;0;0,06976;0,236234;0,5057632;0,2926579;0,1405862;0,0697142969;0;1,124226
