run;delta;theta;lowAlpha;HighAlpha;lowBeta;highBeta;lowGamma;highGamma;attention;velocity;currentLife;timestamp(s)
1;0,06352437;0,1934217;0;0,3813191;0,6138158;0,4737105;0,2354483;0,5110613;54;4,779998;3;1,967889
1;0,06352437;0,1934217;0;0,3813191;0,6138158;0,4737105;0,2354483;0,5110613;54;4,799998;3;1,985047
1;0,06352437;0,1934217;0;0,3813191;0,6138158;0,4737105;0,2354483;0,5110613;54;4,819998;3;2,001821
1;0,06352437;0,1934217;0;0,3813191;0,6138158;0,4737105;0,2354483;0,5110613;54;4,839998;3;2,022253
1;0,06352437;0,1934217;0;0,3813191;0,6138158;0,4737105;0,2354483;0,5110613;54;4,859998;3;2,035353
1;0,06352437;0,1934217;0;0,3813191;0,6138158;0,4737105;0,2354483;0,5110613;54;4,879998;3;2,051853
1;0,06352437;0,1934217;0;0,3813191;0,6138158;0,4737105;0,2354483;0,5110613;54;4,899998;3;2,068461
1;0,06352437;0,1934217;0;0,3813191;0,6138158;0,4737105;0,2354483;0,5110613;54;4,919998;3;2,085027
1;0,06352437;0,1934217;0;0,3813191;0,6138158;0,4737105;0,2354483;0,5110613;54;4,939998;3;2,102424
1;0,06352437;0,1934217;0;0,3813191;0,6138158;0,4737105;0,2354483;0,5110613;54;4,959998;3;2,123134
1;0,06352437;0,1934217;0;0,3813191;0,6138158;0,4737105;0,2354483;0,5110613;54;4,979998;3;2,137271
1;0,06352437;0,1934217;0;0,3813191;0,6138158;0,4737105;0,2354483;0,5110613;54;4,999998;3;2,151661
1;0,06352437;0,1934217;0;0,3813191;0,6138158;0,4737105;0,2354483;0,5110613;54;5,019998;3;2,16838
1;0,06352437;0,1934217;0;0,3813191;0,6138158;0,4737105;0,2354483;0,5110613;54;5,039998;3;2,185116
1;0,06352437;0,1934217;0;0,3813191;0,6138158;0,4737105;0,2354483;0,5110613;54;5,059998;3;2,201707
1;0,06352437;0,1934217;0;0,3813191;0,6138158;0,4737105;0,2354483;0,5110613;54;5,079998;3;2,218323
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,099998;3;2,235159
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,119998;3;2,254105
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,139998;3;2,272411
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,159998;3;2,301597
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,179998;3;2,318255
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,199998;3;2,336386
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,219998;3;2,355551
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,239998;3;2,37051
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,259998;3;2,385322
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,279998;3;2,401685
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,299998;3;2,418374
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,319998;3;2,434879
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,339998;3;2,451601
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,359998;3;2,46804
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,379998;3;2,485024
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,399998;3;2,502407
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,419998;3;2,52021
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,439998;3;2,535763
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,459998;3;2,556035
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,479998;3;2,584831
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,499998;3;2,60164
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,519998;3;2,618195
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,539998;3;2,644803
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,559998;3;2,6685
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,579998;3;2,684997
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,599998;3;2,701973
1;0,0095075;0;0,00172;0,000106383;0,1018421;0,07702632;0,03762069;0,04302041;53;5,619998;3;2,717907
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,639997;3;2,735418
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,659997;3;2,751589
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,679997;3;2,76805
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,699997;3;2,784814
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,719997;3;2,803397
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,739997;3;2,826193
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,759997;3;2,85113
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,779997;3;2,868093
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,799997;3;2,884826
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,819997;3;2,90124
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,839997;3;2,917951
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,859997;3;2,934917
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,879997;3;2,951622
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,899997;3;2,968203
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,919997;3;2,984637
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,939997;3;3,0012
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,959997;3;3,017826
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,979997;3;3,035033
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;5,999997;3;3,051473
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;6,019997;3;3,067708
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;6,039997;3;3,084592
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;6,059997;3;3,10123
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;6,079997;3;3,117932
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;6,099997;3;3,135271
1;0,1808581;0,2864826;0,2237733;0,1347021;0,3435526;0,6111316;0,6506552;0,3708163;57;6,119997;3;3,151104
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,139997;3;3,168127
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,159997;3;3,184865
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,179997;3;3,20162
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,199997;3;3,217682
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,219997;3;3,234462
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,239997;3;3,25168
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,259997;3;3,272002
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,279997;3;3,301223
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,299997;3;3,317815
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,319997;3;3,33446
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,339997;3;3,351114
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,359997;3;3,367806
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,379997;3;3,384386
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,399997;3;3,401202
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,419997;3;3,418209
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,439997;3;3,4345
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,459997;3;3,450987
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,479997;3;3,467851
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,499997;3;3,484787
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,519997;3;3,501263
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,539997;3;3,520836
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,559997;3;3,534178
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,579997;3;3,550853
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,599997;3;3,567521
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,619997;3;3,584285
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,639997;3;3,600943
1;0,225645;0,1558239;0;0,1678936;0,1199474;0,02178947;0,06093103;0,1093878;43;6,659997;3;3,617502
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;6,679996;3;3,652683
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;6,629996;3;3,668761
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;6,579996;3;3,684541
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;6,529996;3;3,700619
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;6,479996;3;3,717401
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;6,429996;3;3,734066
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;6,379995;3;3,750815
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;6,329995;3;3,767983
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;6,279995;3;3,784183
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;6,229995;3;3,800782
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;6,179995;3;3,817442
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;6,129994;3;3,834268
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;6,079994;3;3,851024
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;6,029994;3;3,867442
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;5,979994;3;3,884433
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;5,929994;3;3,900795
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;5,879993;3;3,917336
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;5,829993;3;3,934548
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;5,779993;3;3,950695
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;5,729993;3;3,967169
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;5,679993;3;3,984621
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;5,629992;3;4,000589
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;5,579992;3;4,017561
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;5,529992;3;4,034252
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;5,479992;3;4,050597
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;5,429992;3;4,067118
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;5,379992;3;4,084011
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;5,329991;3;4,100859
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;5,279991;3;4,117456
1;0,2009538;0,05718696;0,15284;0,2090425;0,03989474;0,1481316;0,1017931;0,1437143;38;5,229991;3;4,133992
