attention meditation delta theta velocity
38 16 945987 63075 0 
56 26 171557 6111 0 
74 34 803791 174429 0 
70 61 916880 272176 0 
84 50 1389055 168063 0 
81 54 303815 83722 0 
74 53 27810 10666 0 
90 48 1281773 162939 0 
74 54 1068746 254506 0 
64 43 803402 314085 0 
60 43 812228 81745 0 
43 24 320219 310530 0 
44 30 687514 53561 0 
30 21 97637 47020 0 
40 27 228623 9529 0 
54 41 1111022 358851 0 
48 43 647030 126177 0 
26 35 1976112 160831 0 
23 41 522867 68746 0 
20 50 494852 72182 0 
20 47 572034 453277 0 
47 51 178842 22437 0 
47 44 709870 290991 0 
60 40 222408 52123 0 
67 38 362737 123429 0 
61 56 209905 16788 0 
66 61 66856 10009 0 
90 63 1480 16313 0 
93 41 34981 23909 0 
90 48 87693 9145 0 
77 47 52062 26839 0 
70 54 8335 40506 0 
77 40 323265 23267 0 
66 51 419034 82275 0 
48 48 225497 13702 0 
48 51 1902870 47939 0 
34 35 1280755 534406 0 
44 34 658929 461345 0 
48 29 880434 365014 0 
48 29 96676 19743 0 
48 29 1396882 128500 0 
48 24 385713 21391 0 
50 34 252878 13579 0 
41 38 1407749 858824 0 
44 37 149310 67085 0 
48 20 287932 187595 0 
47 37 1033588 65092 0 
64 35 767378 125026 0 
66 35 256396 26268 0 
43 51 169725 22270 0 
21 30 197615 172352 0 
13 54 986015 121715 0 
1 53 480927 64230 0 
14 53 83093 45638 0 
30 63 182262 44227 0 
43 41 100294 182079 0 
47 53 1075213 56661 0 
54 54 322396 4318 0 
57 54 124364 31490 0 
64 60 96960 34440 0 
74 43 211894 59874 0 
63 24 931843 300914 0 
69 41 89063 21515 0 
54 35 170116 337884 0 
47 50 1396915 82645 0 
56 69 608910 76132 0 
56 53 400460 111393 0 
74 50 604908 24378 0 
61 38 647220 381682 0 
77 40 190216 45015 0 
57 30 532009 113524 0 
63 30 438125 164607 0 
64 43 440146 22729 0 
51 61 1114010 18310 0 
51 78 420998 153354 0 
41 91 834862 15856 0 
41 88 477932 51712 0 
53 63 192029 46596 0 
44 35 167366 52312 0 
50 20 254283 10701 0 
48 17 739308 173012 0 
48 3 167593 39085 0 
53 8 152517 81323 0 
67 4 200991 20878 0 
67 1 139262 274799 0 
30 54 140529 10114 0 
35 67 2520740 445967 0 
44 53 114108 91465 0 
43 38 166807 40680 0 
40 34 552628 286782 0 
56 26 987386 127706 0 
44 27 1129645 606983 0 
44 27 983123 20977 0 
44 27 2202787 259643 0 
38 34 223589 233560 0 
26 40 2968488 77575 0 
8 38 73775 52791 0 
26 40 766511 35626 0 
30 37 808640 150606 0 
21 27 149505 308088 0 
20 30 171627 86401 0 
17 40 664981 56624 0 
13 44 976691 491627 0 
17 44 558282 468970 0 
20 48 1083774 342694 0 
13 40 60801 147431 0 
14 38 867495 130487 0 
21 53 484441 99396 0 
29 48 287850 114444 0 
29 38 109916 57293 0 
29 40 184619 143381 0 
37 41 70316 14844 0 
27 53 301705 15046 0 
30 66 1244506 49632 0 
61 44 579872 29559 0 
56 63 968304 81035 0 
47 54 1643364 252989 0 
44 54 180008 29580 0 
30 38 110575 161163 0 
29 38 1902512 146894 0 
27 48 1937754 123936 0 
26 60 245767 84019 0 
27 50 1315871 174208 0 
27 47 555734 181660 0 
14 35 793487 94279 0 
16 29 353372 104095 0 
26 30 657707 28764 0 
37 51 424536 24145 0 
23 54 165795 58516 0 
41 61 1725606 45239 0 
41 50 189694 177607 0 
47 38 474570 30002 0 
53 41 468030 89261 0 
43 44 53612 59628 0 
47 56 258111 39868 0 
37 53 121241 111359 0 
27 53 353265 198676 0 
27 41 844464 322488 0 
29 48 52914 103404 0 
37 63 207905 58642 0 
34 64 417145 14499 0 
37 44 275432 400177 0 
37 44 1152553 277361 0 
37 44 412772 31867 0 
24 40 314995 176750 0 
8 23 77698 38406 0 
4 17 869502 416219 0 
16 30 51740 16361 0 
34 43 174987 67582 0 
43 50 81285 103375 0 
41 64 2222243 619622 0 
14 56 271444 55004 0 
14 56 1803267 183159 0 
26 54 1347510 23704 0 
41 50 339872 113415 0 
60 63 563045 37594 0 
61 66 525993 101494 0 
67 69 165811 2510 0 
63 61 174418 117415 0 
70 60 38279 24566 0 
66 56 341667 137276 0 
56 56 2025078 35220 0 
69 57 31553 29487 0 
77 60 8030 2677 0 
81 60 9860 9020 0 
81 67 341017 27142 0 
77 56 167424 30940 0 
74 60 69671 26862 0 
77 61 78410 19337 0 
63 61 104024 39162 0 
61 48 93841 45926 0 
70 41 101072 15346 0 
70 37 21474 11995 0 
90 34 11094 6426 0 
93 48 1594165 65291 0 
97 53 16272 7122 0 
97 51 7066 8105 0 
97 48 7013 11772 0 
100 53 3004 7097 0 
100 57 4665 6393 0 
100 69 12673 8390 0 
91 53 323191 18341 0 
80 38 20086 65572 0 
67 23 65166 130285 0 
63 1 237334 107252 0 
64 27 188575 41325 0 
64 51 65223 14240 0 
54 64 405719 210772 0 
56 57 40655 9028 0 
60 61 2530959 166121 0 
56 61 955209 37624 0 
50 60 1686572 413871 0 
43 56 690859 100948 0 
40 53 133686 82791 0 
48 54 97925 17854 0 
60 61 780658 95860 0 
66 53 218815 45445 0 
66 57 897161 122711 0 
66 57 141803 41140 0 
63 64 279907 50418 0 
69 66 2002314 370805 0 
61 70 961608 158162 0 
50 70 801484 531175 0 
50 70 486959 42649 0 
50 70 983592 147741 0 
50 70 800682 50653 0 
50 67 1777661 337509 0 
43 57 708706 460428 0 
50 63 429697 44657 0 
67 56 663406 68305 0 
75 67 1710653 77061 0 
75 66 1323450 304360 0 
75 66 596607 285567 0 
75 66 554980 213524 0 
81 63 377425 57560 0 
70 63 651064 134346 0 
63 63 1705316 594108 0 
63 63 453805 194250 0 
60 63 1154598 120745 0 
41 70 2228784 187256 0 
34 61 298672 498161 0 
47 77 1413738 112429 0 
48 75 262443 113030 0 
40 66 547040 53072 0 
34 63 1690102 128083 0 
20 41 695192 245827 0 
20 50 292475 29998 0 
35 57 714502 150987 0 
26 56 362789 183698 0 
27 61 314088 202801 0 
40 51 1394102 265300 0 
29 56 118110 25576 0 
34 54 2018097 243727 0 
23 54 602908 136665 0 
7 56 1036003 118551 0 
20 51 2929870 60269 0 
10 30 1827477 575886 0 
24 47 186253 58672 0 
35 44 1135265 54910 0 
21 51 1208932 383986 0 
35 60 1053675 39871 0 
30 53 795547 492727 0 
24 56 1169905 291013 0 
16 41 627044 87532 0 
21 53 811725 71855 0 
27 61 1183195 89065 0 
24 53 355687 198114 0 
24 64 64556 59397 0 
24 63 311936 25417 0 
24 63 1270895 123830 0 
37 83 218398 3998 0 
37 83 682490 231343 0 
50 87 781240 80200 0 
50 84 2747164 286817 0 
41 77 622668 187938 0 
23 66 923190 261624 0 
26 60 610549 520333 0 
20 54 474188 701446 0 
29 60 1536097 67882 0 
41 51 807669 111662 0 
26 57 1225531 647648 0 
40 67 3386229 87808 0 
29 51 1546467 1169752 0 
27 53 2676511 623736 0 
20 47 65357 29538 0 
51 50 1434182 26708 0 
50 64 704874 47103 0 
48 61 81886 115732 0 
51 66 2928396 462451 0 
26 87 729075 313789 0 
37 74 415229 35578 0 
37 74 769996 69028 0 
14 66 673141 109607 0 
14 66 1012855 164316 0 
24 70 1700749 62335 0 
13 75 868902 198407 0 
24 69 458916 73366 0 
17 64 1674419 523072 0 
20 70 556477 36789 0 
26 54 2020778 366999 0 
30 57 570684 87164 0 
40 64 1771386 216841 0 
47 57 18029 25862 0 
69 74 85098 61114 0 
77 67 77226 50966 0 
80 70 152063 87645 0 
67 74 173548 78754 0 
57 70 1452097 203970 0 
47 56 10063 27058 0 
53 47 725830 64155 0 
47 47 414724 64124 0 
35 37 1468827 307881 0 
29 41 1965298 168655 0 
16 44 1561763 120475 0 
37 54 943724 33572 0 
34 66 986241 26208 0 
29 81 306712 43664 0 
27 81 95000 164769 0 
24 70 82304 60454 0 
24 63 49327 79810 0 
51 53 30532 4947 0 
66 44 86413 42485 0 
69 56 6847 71084 0 
67 60 36094 38493 0 
69 53 41872 7966 0 
64 67 39143 25471 0 
60 69 109683 94740 0 
60 48 203212 257605 0 
43 51 93729 19957 0 
40 47 47567 92398 0 
50 48 10118 43023 0 
61 77 3848 8286 0 
40 78 154918 66779 0 
44 74 715557 49738 0 
48 35 2762154 674348 0 
41 41 1565734 1902266 0 
30 50 457197 583348 0 
16 60 987388 319361 0 
23 60 149160 180238 0 
40 54 358982 112679 0 
56 47 520156 255198 0 
64 41 1539384 175258 0 
60 38 650776 262991 0 
47 35 281996 90897 0 
38 30 193665 178459 0 
37 51 193180 25622 0 
27 69 27066 71406 0 
37 80 19345 126175 0 
38 94 49842 54763 0 
35 77 1782729 188591 0 
34 64 417324 268839 0 
29 53 618629 136562 0 
27 37 431028 119791 0 
29 34 460724 241783 0 
40 47 1961918 412953 0 
41 54 431689 63099 0 
47 60 244949 93763 0 
50 69 1176237 509041 0 
41 56 1064380 382438 0 
43 54 829737 28508 0 
51 61 194560 17418 0 
53 53 352879 68785 0 
48 56 842350 524875 0 
30 47 1688903 1095695 0 
30 47 100067 113167 0 
38 44 362044 32931 0 
51 60 491763 86409 0 
51 60 629699 909801 0 
63 67 385829 104389 0 
63 67 294386 161404 0 
64 69 514207 128716 0 
60 69 1247432 91215 0 
66 75 1036159 323271 0 
60 64 185052 97308 0 
44 70 470347 87625 0 
50 70 582847 69004 0 
34 70 672124 473643 0 
23 63 285117 121773 0 
17 67 856491 81024 0 
7 66 2021769 553430 0 
17 64 643502 177375 0 
24 64 2335357 898773 0 
27 63 1741541 330801 0 
24 60 719367 143862 0 
16 56 1341038 214680 0 
27 67 1263776 446988 0 
27 67 1337133 215972 0 
53 66 1820279 267398 0 
63 57 598188 80316 0 
41 66 1179441 165933 0 
26 54 1308347 474050 0 
26 54 1245517 109088 0 
26 54 1306220 165284 0 
26 54 106910 56946 0 
26 54 875167 158423 0 
24 67 1608170 797473 0 
38 66 619569 154045 0 
38 61 231137 302194 0 
38 61 392015 47186 0 
38 61 662782 110928 0 
38 61 1427247 317510 0 
38 61 1286210 263671 0 
48 67 9849 14481 0 
48 67 91144 10780 0 
48 67 751223 533277 0 
50 67 970352 234641 0 
43 69 1611699 564340 0 
40 91 576613 44786 0 
41 90 1215093 199163 0 
37 84 253027 130107 0 
43 77 61379 19142 0 
54 54 60788 73007 0 
47 50 646033 680385 0 
48 53 1841339 1056094 0 
43 60 945930 104106 0 
38 61 1522084 131792 0 
41 60 170573 75515 0 
41 60 128514 96773 0 
41 60 1724515 1511789 0 
41 60 1240043 1946545 0 
41 60 1454537 346545 0 
41 60 1169126 432350 0 
41 60 795980 312685 0 
41 60 1134447 1098099 0 
38 64 955530 140527 0 
38 64 276402 128879 0 
38 64 1085605 301807 0 
50 69 172233 106855 0 
50 69 2356148 1136310 0 
50 69 2087456 390053 0 
51 90 206853 7717 0 
51 90 597177 374495 0 
51 90 1325097 1019372 0 
51 90 520247 346479 0 
51 90 3402715 1025772 0 
51 90 601888 86366 0 
51 90 1719804 382801 0 
34 75 1092851 238374 0 
38 56 1470167 49472 0 
8 51 1030346 37481 0 
27 21 627965 107406 0 
47 21 1059871 47243 0 
47 20 27221 55549 0 
66 1 799415 54101 0 
23 16 34882 8502 0 
27 29 119811 4165 0 
29 35 2448956 354198 0 
20 23 2734405 157359 0 
26 27 1191582 125732 0 
30 3 321216 162449 0 
26 7 177946 49844 0 
26 17 66905 71330 0 
23 16 37573 145996 0 
7 26 80726 25424 0 
17 29 65207 34518 0 
8 14 130918 448909 0 
1 11 822705 346607 0 
24 60 74904 17629 0 
13 57 384527 190483 0 
20 63 341713 40508 0 
20 50 281336 82923 0 
26 41 806960 14260 0 
29 37 1589334 550463 0 
47 13 1900761 85176 0 
11 13 229107 845556 0 
40 14 1934370 19816 0 
40 3 1245799 370831 0 
50 29 203800 25339 0 
38 26 2489448 311728 0 
29 34 639504 414845 0 
21 13 842538 177918 0 
21 34 108984 18437 0 
7 35 472475 208913 0 
30 35 411251 58548 0 
44 50 1157576 130922 0 
44 50 878364 71916 0 
44 50 945551 20739 0 
53 34 1244089 288163 0 
60 47 863095 747883 0 
37 41 195596 26822 0 
41 37 99248 55970 0 
51 16 386513 233087 0 
53 14 1433848 188406 0 
44 13 189224 137191 0 
23 10 1082942 136060 0 
14 21 995565 177657 0 
16 54 35194 33818 0 
29 61 296432 22237 0 
37 74 397440 112120 0 
44 48 1608648 273478 0 
30 34 69526 144987 0 
41 26 917330 85939 0 
50 40 501057 8951 0 
63 43 1452014 39752 0 
83 57 2071842 108446 0 
11 60 391786 444412 0 
7 60 224426 15573 0 
1 64 1525013 643543 0 
10 67 289607 33315 0 
20 87 518643 80043 0 
29 78 575700 89118 0 
29 83 707403 54990 0 
30 63 106082 90354 0 
35 54 412360 51090 0 
44 57 622985 63947 0 
29 64 258810 24200 0 
24 80 53305 60213 0 
17 91 450704 176774 0 
4 100 294626 96347 0 
4 87 967102 240156 0 
20 74 84597 44411 0 
24 67 118268 68683 0 
38 61 109097 22004 0 
34 54 309937 445775 0 
37 67 43076 10212 0 
30 70 31310 126388 0 
21 63 44517 25077 0 
40 64 79734 61453 0 
37 53 248214 41476 0 
38 51 46344 71508 0 
47 60 50288 34959 0 
51 67 14123 32919 0 
56 67 108012 43085 0 
63 61 74391 154054 0 
47 61 527614 225325 0 
40 50 1057118 996136 0 
27 54 697628 12157 0 
17 53 897796 102458 0 
17 53 730953 69289 0 
24 69 657228 20842 0 
30 63 604602 331882 0 
27 60 368372 20204 0 
27 41 757377 138787 0 
34 51 146809 12120 0 
37 57 683228 39028 0 
35 64 106848 150584 0 
27 66 174522 419344 0 
20 53 1874166 184130 0 
23 44 376522 54408 0 
17 50 503947 118468 0 
24 60 365234 121166 0 
30 70 306895 25710 0 
37 81 106639 40976 0 
50 77 90143 59435 0 
44 80 506802 122719 0 
54 81 176266 33054 0 
53 74 95229 27073 0 
54 78 58426 36751 0 
69 77 259589 46772 0 
50 63 196848 354064 0 
44 75 115751 15004 0 
24 60 533830 348403 0 
17 56 77561 75722 0 
29 60 87456 104370 0 
34 50 378273 102644 0 
20 77 1383596 113693 0 
24 88 206243 30821 0 
27 84 2269841 720022 0 
23 69 1131788 29052 0 
30 48 293457 573505 0 
35 47 1077701 126288 0 
43 53 614300 88283 0 
40 44 3206703 631337 0 
37 56 196594 10625 0 
40 77 337196 22632 0 
41 87 2650605 84539 0 
41 93 193810 37673 0 
41 87 2245787 342287 0 
40 69 454655 445275 0 
30 66 1576022 109269 0 
26 60 649128 173318 0 
24 63 1578453 221958 0 
24 67 59238 58276 0 
34 48 1075246 160239 0 
34 48 2916514 568354 0 
41 51 678040 161092 0 
50 56 875254 482088 0 
47 48 1691024 240162 0 
50 66 411850 25756 0 
48 70 120546 83444 0 
48 74 1806464 66234 0 
48 83 122284 67097 0 
37 80 109100 33014 0 
43 88 387211 4829 0 
47 93 30687 28067 0 
41 90 1055604 107341 0 
51 75 966835 101724 0 
43 63 181791 22570 0 
35 48 30711 59615 0 
51 38 567640 60441 0 
43 29 247103 162074 0 
37 23 533143 26219 0 
17 21 209563 129629 0 
8 29 1269633 85606 0 
11 51 319824 110855 0 
41 56 34790 6410 0 
53 54 2073974 359782 0 
56 63 1407259 25807 0 
56 56 445382 97125 0 
75 84 1255811 485886 0 
75 84 35068 8946 0 
75 84 68790 43924 0 
75 84 476085 40921 0 
56 81 828829 180949 0 
41 78 275347 38883 0 
26 56 2093065 980244 0 
26 56 2095524 729000 0 
30 48 798852 231115 0 
38 56 476225 23372 0 
38 47 506399 183015 0 
38 47 1193214 47195 0 
64 57 23383 4700 0 
51 70 75634 14940 0 
57 54 18613 35655 0 
60 56 1915707 464084 0 
40 41 331653 48531 0 
57 38 33054 14016 0 
41 67 633461 19933 0 
47 74 1835220 97298 0 
47 74 576289 14304 0 
63 64 1182893 111636 0 
50 50 262610 393757 0 
38 48 557951 397920 0 
27 41 555875 46461 0 
1 47 516915 554085 0 
7 54 518425 265875 0 
7 48 230949 38249 0 
8 53 2071842 58894 0 
43 74 2648686 1002315 0 
37 64 564178 160450 0 
40 66 672212 37980 0 
40 66 1245971 20252 0 
54 67 1412716 217387 0 
57 74 951934 398542 0 
56 44 803954 68027 0 
44 35 136833 36218 0 
40 30 802869 86374 0 
35 34 529808 205980 0 
24 34 617381 109318 0 
14 43 399192 973318 0 
44 26 3633272 911160 0 
50 11 1469422 522603 0 
53 20 442459 92117 0 
48 16 1492012 546696 0 
57 27 1027699 144444 0 
56 13 843998 323089 0 
66 13 1837280 93109 0 
54 20 1057373 95478 0 
43 8 1512489 688116 0 
48 7 192932 27570 0 
61 7 595639 279860 0 
60 1 469110 139140 0 
60 13 50558 8188 0 
61 11 662231 34871 0 
61 11 843365 378872 0 
63 30 992953 300778 0 
53 8 1155168 336825 0 
53 21 425252 16692 0 
44 21 1226332 936929 0 
35 14 27786 19504 0 
35 38 261439 36998 0 
43 38 489140 30427 0 
64 41 467945 58357 0 
80 41 309436 28602 0 
38 35 124289 4728 0 
60 53 422512 161015 0 
87 50 580548 15984 0 
80 47 281658 75772 0 
70 41 147121 51383 0 
67 44 539982 103627 0 
69 51 59513 18568 0 
69 51 226980 69793 0 
81 56 60775 12524 0 
69 44 585255 220426 0 
81 20 570106 30086 0 
97 14 593505 87509 0 
90 10 206979 12172 0 
94 24 10264 17909 0 
66 35 126764 108106 0 
66 35 1152924 105813 0 
66 35 834371 225867 0 
66 35 694311 667738 0 
66 35 918531 544654 0 
66 35 10 2 0 
66 35 77732 4570 0 
57 43 181127 79401 0 
54 44 690942 62560 0 
51 41 1149731 170381 0 
51 47 1596621 134349 0 
44 41 1085799 65148 0 
29 44 576389 235026 0 
24 44 1558733 537987 0 
23 51 2415270 374723 0 
17 56 299466 14527 0 
16 43 1283425 1082686 0 
13 34 130172 218146 0 
10 27 742058 543373 0 
7 21 2025798 482209 0 
8 24 2545717 1359438 0 
13 23 1099933 42964 0 
20 17 195564 221213 0 
43 47 176416 15335 0 
50 43 158909 15443 0 
53 61 602050 73815 0 
57 57 1745819 109880 0 
41 53 495608 182198 0 
38 54 227842 123302 0 
27 48 268910 200160 0 
37 70 2275844 315317 0 
34 66 439343 27242 0 
34 61 821757 377747 0 
37 67 147231 21303 0 
40 66 48795 150840 0 
48 74 89080 21096 0 
50 77 121764 75867 0 
67 56 14832 9053 0 
74 51 294797 83835 0 
77 41 9158 7663 0 
84 38 547863 121852 0 
64 48 1836125 149935 0 
66 48 325214 84488 0 
44 53 710046 255880 0 
37 60 1241522 112679 0 
35 56 1395808 89434 0 
35 56 323457 15294 0 
29 54 1789869 305220 0 
40 63 1774233 178511 0 
40 63 280209 41129 0 
