attention meditation delta theta velocity
70 53 780036 192998 0 
41 54 850338 108993 0 
53 48 2449972 68564 0 
41 41 1748873 263638 0 
29 50 92732 56943 0 
34 38 83183 21333 0 
26 41 186392 18835 0 
30 27 78019 48243 0 
51 23 963133 58845 0 
53 7 89257 65504 0 
63 4 954006 64594 0 
90 16 691301 56522 0 
81 38 174374 52758 0 
84 60 251590 188288 0 
69 61 768114 128246 0 
51 54 985639 77063 0 
47 44 1825103 508447 0 
66 60 918191 27643 0 
75 47 1524202 1071570 9,995003 
83 54 143069 43918 10,246 
69 64 193401 37424 10,8957 
57 83 1742762 866080 11,04049 
60 64 627428 661124 10,37697 
41 66 757117 534916 9,995003 
35 81 138519 24522 9,995003 
51 77 2031802 696284 9,995003 
66 80 255300 56281 9,995003 
69 50 1699193 1399103 10,12985 
61 54 780289 100573 10,26344 
53 57 1327485 288701 0 
48 57 1592893 357881 9,995003 
43 83 597721 146909 9,995003 
48 94 161702 66780 9,995003 
47 93 874036 321629 9,995003 
29 78 1253936 803636 9,995003 
41 64 800316 82633 9,995003 
41 64 612338 457161 9,995003 
47 60 87043 29446 9,995003 
41 63 1494425 487430 9,995003 
53 77 1960716 347532 9,995003 
56 83 625659 80738 9,995003 
50 96 2966406 235621 9,995003 
56 96 2102085 555311 0 
50 100 301998 50920 9,995003 
60 90 786248 271554 9,995003 
57 88 275683 116806 9,995003 
53 64 487930 58419 9,995003 
53 64 1413047 128054 9,995003 
53 64 2952 1126 9,995003 
53 64 10 1 9,995003 
37 64 627325 230390 9,995003 
29 74 78834 25440 9,995003 
29 75 181525 95901 9,995003 
30 83 758928 246379 9,995003 
40 88 947358 162739 0 
43 81 140755 51752 0 
37 87 838346 287815 0 
24 87 1267126 571198 0 
17 80 1199361 322411 0 
1 57 507047 299787 0 
17 41 2117992 103342 0 
34 37 116062 8158 0 
38 27 96643 176023 0 
51 30 252301 223286 0 
51 30 252301 223286 0 
35 41 2075326 452947 0 
35 41 2075326 452947 0 
16 41 1351849 215955 9,995003 
1 51 824587 168727 9,995003 
14 53 1247931 63976 9,995003 
34 64 814352 28222 9,995003 
23 54 389052 649500 9,995003 
50 48 1330121 41064 9,995003 
47 40 2180712 301977 9,995003 
30 41 842095 123449 9,995003 
44 60 1371990 303990 9,995003 
24 61 1477622 284474 9,995003 
16 61 612273 348744 9,995003 
11 53 420605 170950 9,995003 
10 50 1121342 127588 9,995003 
21 53 29419 4820 9,995003 
27 74 1852708 410990 9,995003 
26 63 452623 229362 9,995003 
29 63 135267 30973 9,995003 
26 69 1071697 131531 9,995003 
16 64 1489954 182035 9,995003 
17 67 258279 175322 9,995003 
21 87 1401157 51415 9,995003 
23 80 794605 161609 9,995003 
43 90 1543179 25331 9,995003 
56 100 158142 41612 9,995003 
37 69 821773 180694 9,995003 
11 47 70274 432116 9,995003 
1 23 1249863 396734 9,995003 
1 13 186179 55112 9,995003 
1 20 1322781 1302496 9,995003 
1 35 2156123 1480398 9,995003 
13 43 1630103 107207 9,995003 
23 48 371076 234258 9,995003 
40 56 129964 29599 9,995003 
41 66 165220 107236 9,995003 
27 64 1548266 264935 9,995003 
26 77 83700 27973 9,995003 
13 93 2141840 107915 9,995003 
13 77 3449340 383290 9,995003 
23 78 263736 53698 9,995003 
16 77 66567 39956 9,995003 
23 61 1504179 93008 9,995003 
29 70 637450 187203 9,995003 
35 66 530574 390401 9,995003 
27 69 27865 42289 9,995003 
14 53 931089 566585 9,995003 
21 64 790662 219159 9,995003 
21 57 308978 179444 9,995003 
16 56 1090211 189087 9,995003 
23 64 1560525 999246 9,995003 
43 74 812278 31787 9,995003 
41 77 42660 13737 9,995003 
57 80 1029425 52919 9,995003 
57 83 1531366 283374 9,995003 
50 56 2145426 690211 9,995003 
48 57 211977 73049 9,995003 
37 56 969527 182063 9,995003 
37 43 683727 136104 9,995003 
30 74 607636 35928 9,995003 
43 69 812225 145002 9,995003 
38 75 56734 35645 9,995003 
30 90 2409152 1256436 9,995003 
34 78 68068 43652 9,995003 
23 84 1139580 246878 9,995003 
8 69 501559 546964 9,995003 
11 57 619986 600594 9,995003 
11 57 1719100 219641 9,995003 
7 51 405120 84778 9,995003 
29 57 1742276 510976 9,995003 
40 77 1125475 195961 9,995003 
40 78 119804 34421 9,995003 
61 83 2006738 420581 9,995003 
63 70 104571 85105 10,2 
63 70 899523 138247 10,29428 
63 70 394421 116826 10,38528 
63 70 560748 93253 10,48023 
63 70 724464 181809 10,59404 
63 70 1053846 105459 10,71767 
63 70 2601018 337551 10,84273 
63 70 2356169 470335 10,97035 
66 63 2097873 51033 11,09947 
77 54 2442963 923170 11,23573 
66 60 1010992 21312 11,36343 
66 60 547278 50773 11,57332 
66 60 363612 36618 11,78355 
66 60 1031293 5447 11,89366 
66 60 374288 42284 0 
66 60 1604292 151047 10,06723 
67 70 18344 38485 10,15724 
64 60 66763 37130 10,25626 
61 70 2011806 67416 10,34589 
61 66 935129 128118 10,44988 
57 54 1544003 887536 10,5412 
69 69 216790 8493 10,0624 
75 61 531513 95645 10,15846 
78 50 554431 137803 10,25441 
88 63 1562659 40700 10,35127 
87 61 2326031 115942 10,84923 
77 66 84169 13136 11,4053 
83 69 1360705 157065 11,51072 
75 61 179649 140243 12,07049 
66 54 378416 115473 12,19425 
75 64 1573370 209874 12,30451 
77 75 1006552 162362 12,43192 
69 74 1315179 381602 12,55311 
78 74 699854 110880 12,67421 
78 74 1277175 255460 12,79521 
78 74 152847 48880 12,90057 
88 63 1332674 340452 13,01721 
81 48 1205069 305521 13,60256 
81 48 1971865 215143 14,21424 
81 48 640580 181178 14,83858 
81 48 871345 123394 15,49034 
81 48 4896 362 16,17073 
67 60 862705 451231 16,881 
63 60 61779 9328 17,03534 
56 57 133835 19088 17,1928 
44 74 221047 20370 0 
48 64 1755976 612108 9,995003 
29 56 118958 157575 9,995003 
23 50 2007748 1732648 9,995003 
38 50 348749 161576 9,995003 
50 53 2329576 548170 9,995003 
56 43 941576 261126 9,995003 
60 47 1789078 117419 9,995003 
50 21 627831 259863 9,995003 
57 21 2121438 362947 0 
83 43 914397 25123 0 
83 43 1382573 1082325 0 
83 43 728898 22002 0 
83 43 728898 22002 0 
83 43 1344335 67150 0 
83 43 1344335 67150 0 
96 48 1647775 409817 0 
100 56 410888 62663 0 
100 56 555594 582211 0 
100 61 1573296 823961 0 
100 61 561847 89009 0 
100 61 3216863 324815 0 
100 61 1051853 20449 0 
96 51 255836 280458 0 
90 50 181196 524847 0 
77 66 354391 89584 0 
87 64 1422061 122469 0 
90 75 1072589 555571 0 
81 63 185251 103923 0 
75 47 958741 144345 0 
64 48 1028158 260045 0 
60 35 836053 266299 0 
61 50 2656345 305260 0 
66 34 879203 133597 0 
63 34 680117 242593 0 
61 34 302149 423197 0 
70 37 45675 16530 0 
74 51 1311393 246898 0 
80 50 993503 63019 0 
74 60 370868 243473 0 
78 47 2636361 626466 0 
80 66 2686625 482531 0 
93 63 1080661 304797 0 
83 69 161004 316498 0 
81 81 669439 59192 0 
67 80 763692 96819 0 
56 74 1192881 315205 0 
48 69 618222 277669 0 
40 56 216522 55903 0 
43 57 1133489 151410 0 
51 56 618595 25651 0 
56 61 526424 113564 0 
56 56 188048 16285 0 
56 56 188048 16285 0 
