attention meditation delta theta velocity
80 70 83206 20492 15,72256 
81 83 51711 16801 14,93359 
78 66 110660 88921 15,72256 
80 81 47325 13468 15,88059 
87 64 24984 40524 15,07616 
83 74 806048 31520 15,84887 
67 90 38099 69471 17,57654 
50 100 1817401 91037 17,76031 
47 83 206619 73306 0 
35 63 833125 72315 9,995003 
63 60 131400 15005 9,995003 
56 61 154371 84116 10,1086 
80 70 130887 5467 0 
93 83 83078 14788 9,995003 
87 81 98080 10539 10,52832 
100 97 30427 3627 11,13452 
87 80 263179 26964 11,74623 
78 78 16735 11677 0 
78 84 11897 5209 0 
75 75 10703 15160 0 
75 87 90259 148406 0 
77 66 86709 91281 0 
77 67 26857 9446 0 
90 75 9512 3557 0 
100 83 16406 6815 0 
97 96 173206 74670 0 
60 54 395008 295954 0 
60 54 395008 295954 0 
54 53 125426 7635 0 
54 53 125426 7635 0 
70 64 7736 5671 0 
70 64 7736 5671 0 
57 94 38325 59250 0 
74 100 68741 67320 0 
87 90 19575 6740 0 
77 88 16954 13759 0 
90 66 141307 15036 0 
81 77 388500 27706 0 
70 66 23190 43757 0 
67 74 53950 36205 0 
51 60 969347 107203 0 
50 51 316468 27525 0 
47 48 536285 105463 0 
54 43 1384912 197821 0 
60 53 1712605 321121 0 
50 78 312318 39949 0 
56 88 159637 7100 0 
53 77 800749 189575 0 
51 70 443267 149057 0 
44 53 1000559 268890 0 
41 41 1032516 77680 0 
30 47 1315138 94668 0 
38 40 1029732 62188 0 
38 40 707055 62905 0 
38 40 209898 69842 0 
48 47 541540 45333 0 
57 41 1137013 44794 0 
66 63 1008117 23225 0 
67 81 1132173 38150 0 
64 81 378665 42919 0 
53 100 1358176 26617 0 
53 100 878921 32612 0 
43 90 642208 80337 0 
41 75 1053761 47609 0 
29 64 1874676 320596 0 
29 75 1276336 73294 0 
20 74 544818 41425 0 
20 74 897754 62448 0 
3 84 1051231 659202 0 
4 93 367680 151560 0 
30 81 1069685 24669 0 
30 74 231841 135500 0 
34 77 2882807 213161 0 
17 77 214953 14360 0 
21 78 632701 539468 0 
16 77 946391 117810 0 
20 83 290592 3535 0 
20 83 1006306 59752 0 
20 83 1 1 0 
20 84 1907376 558201 0 
20 84 976307 34889 0 
14 77 574645 319113 0 
24 70 1300362 90007 0 
17 70 907844 124269 0 
30 75 1302581 70559 0 
50 74 971423 32638 0 
50 74 2229544 259855 0 
50 74 1551507 90831 0 
47 81 1468248 373375 0 
30 70 129216 90239 0 
24 63 1043850 90080 0 
21 67 1437748 80269 0 
17 30 322181 26145 0 
29 50 175637 61712 0 
27 60 334393 187981 0 
11 54 310594 492607 0 
10 75 590517 85262 0 
4 67 639655 291698 0 
20 64 501309 136963 0 
14 60 83742 363569 0 
16 53 623241 195123 0 
23 47 218594 60288 0 
21 54 2178825 226471 0 
26 60 834268 82979 0 
35 77 288249 24497 0 
47 78 66118 14890 0 
44 75 69752 80960 0 
60 84 137912 18655 0 
64 67 24550 23194 0 
66 77 6919 34249 0 
74 91 39426 10533 0 
74 87 25670 14467 0 
66 94 51235 22741 0 
75 81 39335 27748 0 
75 74 56704 45200 0 
70 77 41941 9942 0 
87 64 11927 22546 0 
100 75 1460 7747 0 
100 78 8669 591 0 
100 67 4352 9428 0 
97 81 7070 3269 0 
87 81 88688 35756 0 
61 54 62771 71432 0 
61 69 8543 8675 0 
61 56 5773 5250 0 
75 63 5440 6698 0 
94 88 6250 13163 0 
78 83 299167 37974 0 
69 96 18882 6507 0 
63 94 1419 9222 0 
41 69 299326 155883 0 
56 83 5509 9638 0 
23 57 291327 157546 0 
56 74 6687 4531 0 
54 57 83782 60399 0 
96 94 3712 3079 0 
90 97 11521 12271 0 
100 100 3177 3321 0 
100 87 268165 7130 0 
100 84 6329 5088 0 
97 70 4341 41133 0 
83 69 676408 158957 0 
67 64 824595 51501 0 
69 75 2018 2951 0 
67 70 2087932 120202 0 
81 80 21515 33994 0 
94 77 25049 3801 0 
93 74 4816 7122 0 
74 67 199012 141120 0 
40 61 162346 91462 0 
16 40 391368 105712 0 
35 38 17276 45836 0 
63 44 2509 5230 0 
84 54 3749 3221 0 
90 57 524167 104581 0 
80 63 343413 217511 0 
23 51 20055 86917 0 
34 56 255453 48748 0 
50 60 11958 8745 0 
64 63 5113 28423 0 
74 69 223037 39362 0 
75 78 24098 24235 0 
75 78 27488 43036 0 
87 75 4720 3448 0 
81 64 793981 120791 0 
75 60 52085 54984 0 
69 48 54467 16888 0 
70 48 162940 118919 0 
50 38 234181 32431 0 
47 50 246221 159902 0 
41 50 42559 13423 0 
51 48 278264 19207 9,995003 
47 38 289859 123283 9,995003 
48 34 613607 184849 9,995003 
51 43 106020 25355 9,995003 
51 64 66669 47113 9,995003 
64 61 106385 17858 9,995003 
53 57 109943 68049 10,1481 
57 40 1355810 47453 9,995003 
61 37 44531 26489 9,995003 
53 41 346079 81815 10,14912 
57 47 229770 22715 9,995003 
57 57 45369 10135 9,995003 
51 51 71412 36343 9,995003 
48 56 38930 61090 9,995003 
53 61 25800 16456 9,995003 
37 51 336982 227031 9,995003 
38 70 77680 22592 9,995003 
40 70 326387 57547 9,995003 
38 53 200427 19581 9,995003 
56 67 23579 6786 9,995003 
66 51 8994 7900 9,995003 
64 44 58738 55071 10,10557 
61 57 525623 45028 10,22144 
64 57 23184 10860 10,33038 
57 75 3801 2069 10,44674 
61 91 17262 7231 0 
75 94 51464 18700 10,05315 
74 97 42287 6265 10,1613 
63 91 451164 37451 10,27782 
56 81 423259 18462 10,39151 
44 75 252885 41166 9,995003 
27 54 213567 65360 9,995003 
34 61 14734 14247 9,995003 
40 67 33539 16314 9,995003 
48 74 6517 16322 9,995003 
54 87 92827 18864 9,995003 
51 83 44291 33512 9,995003 
53 70 4450 25786 9,995003 
53 64 6234 21998 9,995003 
56 75 14814 11694 9,995003 
61 75 31966 24180 9,995003 
70 77 6549 9537 10,0995 
75 84 8413 4097 10,19796 
75 78 7063 14873 10,30149 
75 67 3523 34378 10,40191 
47 74 116496 43116 10,50857 
40 64 54537 34268 9,99622 
35 54 485349 69060 9,995003 
21 56 124776 38653 9,995003 
44 53 6989 9947 9,995003 
43 56 174760 57523 9,995003 
50 64 54445 11982 0 
64 77 14712 2432 9,995003 
75 66 2874 5549 10,10455 
78 77 30195 9328 10,21224 
80 83 6466 8565 10,32108 
70 77 87213 43715 9,995003 
50 91 149155 29115 10,10759 
54 81 69466 7068 9,995003 
43 70 167754 76322 9,995003 
38 69 1972706 294172 9,995003 
27 81 7719 6710 9,995003 
44 87 10220 15393 9,995003 
40 57 275367 58185 9,995003 
50 74 30774 14817 0 
44 70 712480 76982 0 
29 56 1665399 230350 0 
37 66 357218 36405 0 
50 43 74523 11595 0 
54 56 20835 31501 0 
50 57 203585 146677 0 
47 69 43074 16680 0 
44 80 98536 6053 0 
29 67 300861 64904 0 
29 67 300861 64904 0 
34 70 494625 86053 0 
34 70 494625 86053 0 
35 60 160218 154387 0 
21 60 132386 102043 0 
24 63 4922 34765 0 
20 60 268249 18920 0 
21 60 96390 42191 0 
26 60 1016275 260876 0 
14 61 469863 55137 0 
1 64 441094 163103 0 
11 61 86752 203450 0 
16 61 164842 64625 0 
17 77 721348 30722 0 
24 69 632640 69939 0 
21 80 157429 6995 0 
26 80 126501 8241 0 
34 67 1937778 131576 0 
27 63 753769 165971 0 
26 54 2678348 151103 0 
17 48 263417 18183 0 
21 47 499228 61579 0 
26 51 284115 73271 0 
30 53 321204 168433 0 
38 57 1470936 163710 0 
35 69 25889 4325 0 
44 77 1013253 52612 0 
30 67 133198 47416 0 
29 69 664780 70792 0 
40 57 1055184 88584 0 
29 51 147057 278183 0 
43 69 319242 14455 0 
40 67 204539 215438 0 
30 64 620827 200112 0 
37 78 211196 11664 0 
20 37 219491 86867 0 
21 63 2585171 45354 0 
34 70 50576 20559 0 
37 60 249292 72516 0 
34 67 687051 262660 0 
29 54 1229145 248686 0 
10 57 1535581 71766 0 
16 54 596889 87564 0 
17 57 696530 230937 0 
23 41 2277504 106248 0 
21 53 235891 52173 0 
27 61 884021 120388 0 
30 57 395843 128477 0 
24 63 900284 145893 0 
23 66 551685 21788 0 
26 67 1603914 143236 0 
35 78 1761654 100947 0 
38 67 434129 187231 0 
26 69 229515 31583 0 
26 61 550819 99362 0 
23 53 1498872 525436 0 
26 40 898839 212487 0 
17 30 389848 792928 0 
14 43 1023528 106501 0 
10 44 322994 158650 0 
10 64 151657 17558 0 
26 74 723555 40677 0 
27 77 87499 27740 0 
35 87 246187 66445 0 
35 78 2172723 179163 0 
35 78 174104 42277 0 
23 75 209397 42047 0 
24 64 278826 46051 0 
17 63 468458 113782 0 
8 61 35190 78771 0 
24 54 27879 21906 0 
35 56 15797 18716 0 
35 47 1051969 403691 0 
43 44 52191 42341 0 
37 44 21304 43624 0 
38 44 51917 12303 0 
48 64 220217 22398 0 
48 74 137556 57028 0 
51 83 29785 18758 0 
51 78 89959 24141 0 
44 66 962986 289017 0 
50 50 118065 21805 0 
48 41 146082 148770 0 
35 43 264063 37580 0 
29 53 890851 150875 0 
23 51 994251 874064 0 
26 47 301245 116015 0 
26 50 1216712 219302 0 
30 61 192265 99871 0 
27 60 524326 337988 0 
13 57 466184 216787 0 
16 50 807389 28129 0 
16 50 1680408 27292 0 
23 47 1406436 87626 0 
27 47 177680 77824 0 
37 51 690452 36897 0 
37 51 860546 44042 0 
34 63 1298316 133984 0 
34 53 557190 105482 0 
34 53 983177 11395 0 
34 53 845315 17792 0 
27 44 217061 381471 0 
27 44 2626566 117636 0 
27 51 901305 73176 0 
37 53 883717 502560 0 
34 53 1150885 84639 0 
41 66 767907 22034 0 
41 69 488576 14820 0 
38 61 2237597 319485 0 
34 75 568784 29184 0 
29 80 555755 36199 0 
27 83 414571 14417 0 
29 90 40915 51107 0 
38 83 855659 123437 0 
29 66 263108 25720 0 
30 61 492423 62546 0 
20 47 714497 88382 0 
8 48 1684226 140763 0 
20 69 1224946 44704 0 
24 56 1842937 173309 0 
30 69 220448 49586 0 
35 67 190891 60368 0 
26 47 423833 200230 0 
16 44 431282 80915 0 
14 35 593039 23130 0 
7 27 2152763 838335 0 
13 23 848753 184524 0 
7 21 650692 210427 0 
14 37 757232 50900 0 
27 51 349178 21644 0 
24 69 609983 198644 0 
37 78 407741 50635 0 
37 78 1414696 161566 0 
37 78 490525 55882 0 
37 78 237358 290838 0 
35 87 308364 3362 0 
20 80 537712 167614 0 
20 80 228368 41847 0 
11 75 68127 56126 0 
1 64 571318 32196 0 
11 51 361376 35345 0 
7 37 1860992 486034 0 
8 34 584809 121374 0 
14 26 584829 131335 0 
10 38 313046 95699 0 
14 44 648618 107015 0 
4 47 841272 1072737 0 
13 61 1174563 25782 0 
30 64 117156 45536 0 
10 64 1783884 190932 0 
8 48 508758 187815 0 
7 57 642702 62056 0 
24 60 181755 9834 0 
23 56 659302 167408 0 
37 75 368607 75382 0 
41 69 297972 93283 0 
38 75 270801 26257 0 
41 77 327409 133858 0 
16 54 1654594 898206 0 
16 54 303974 115880 0 
1 64 598068 15829 0 
8 60 362500 61229 0 
27 69 857875 115790 0 
43 67 402146 80022 0 
56 48 2423313 280297 0 
60 54 425764 35746 0 
57 60 391032 117689 0 
51 54 44749 66995 0 
54 63 1356494 17980 0 
56 63 153095 12083 0 
60 69 361311 71191 0 
57 67 219670 49026 0 
63 66 292384 26501 0 
41 48 1309722 467392 0 
37 41 315791 81871 0 
37 41 957669 30734 0 
24 50 917985 581028 0 
11 44 985067 203367 0 
30 56 309933 131696 0 
37 54 240589 23167 0 
51 61 153410 19613 0 
51 61 787285 94288 0 
51 61 2172476 409841 0 
29 67 453060 83251 0 
21 43 138937 45981 0 
44 44 27917 8911 9,995003 
38 44 209250 51643 9,995003 
63 43 175851 6535 9,995003 
77 60 4034 15886 10,10152 
77 60 7520 10666 10,20204 
88 47 97240 84450 10,30664 
66 56 30880 8497 11,33911 
75 69 9183 20543 11,57283 
84 78 55739 14724 11,69266 
80 63 12668 37080 12,29811 
56 47 211170 81034 0 
53 41 6832 19857 9,995003 
61 41 6134 6843 9,995003 
67 54 5205 5726 10,10354 
100 60 23542 3737 10,20918 
87 51 166463 66836 10,7593 
50 51 189131 61382 11,32207 
56 44 11109 5811 10,7593 
53 40 28185 2654 10,29116 
67 61 2224 13521 9,995003 
90 67 15044 17522 10,10557 
75 84 38330 14686 10,61821 
74 88 5706 2691 10,72815 
78 96 13075 6875 0 
97 78 7327 2423 10,01101 
100 69 367704 15496 10,55045 
96 78 4829 9103 11,0912 
93 69 4316 11971 11,68886 
70 78 153201 60609 12,35571 
56 64 198880 205597 12,48739 
44 48 209049 39796 11,83708 
35 50 148323 49656 11,20943 
41 56 16952 18241 10,63629 
64 66 49088 4249 10,04716 
81 84 2807 3904 10,15221 
91 83 5019 11843 10,72604 
87 94 3324 4598 0 
78 97 5460 5841 0 
61 78 53887 130924 0 
57 48 334326 132496 0 
51 27 166284 15331 0 
41 26 32447 24724 0 
41 26 32447 24724 0 
47 53 148825 98580 0 
47 53 148825 98580 0 
35 56 662068 115454 0 
26 70 20230 9347 0 
50 51 10333 10538 0 
80 64 6787 3105 0 
94 54 842051 62616 0 
91 53 177494 29960 0 
94 63 39840 907 0 
69 74 48070 19518 0 
66 77 49540 52642 0 
74 74 6507 4085 0 
54 64 254544 58893 0 
75 41 5235 21842 0 
81 57 62346 3049 0 
83 56 6480 19521 0 
97 61 6739 6388 0 
93 84 239551 13280 0 
87 74 52145 30136 0 
84 70 32250 8857 0 
83 70 16134 15435 0 
78 64 92344 8471 0 
77 75 8494 29325 0 
77 77 6930 22092 0 
67 77 56347 42640 0 
60 67 1822682 195381 0 
70 44 18880 24714 0 
50 51 96034 9463 0 
77 44 22179 4174 0 
87 54 7134 2828 0 
88 53 4293 20732 0 
81 44 415792 48424 0 
78 47 9752 5597 0 
57 50 625827 28495 0 
60 53 53670 9195 0 
80 56 52939 16647 0 
56 69 545039 105397 0 
56 70 101557 20832 0 
56 70 101557 20832 0 
41 77 279442 29535 0 
41 74 6811 18674 0 
41 74 6811 18674 0 
63 56 13642 8759 9,995003 
51 51 721585 183514 9,995003 
64 51 22239 7078 9,995003 
63 66 13166 6533 9,995003 
63 77 8612 16512 9,995003 
63 53 102729 13979 10,09748 
64 53 14018 4497 10,19796 
77 56 4441 6572 10,29634 
77 67 6520 11757 10,38736 
63 78 175453 122517 10,48757 
54 74 8658 28304 10,58557 
48 70 10082 19900 10,68876 
48 48 908856 54338 10,89055 
53 48 203816 30401 10,38031 
48 40 174320 60224 9,995003 
61 44 10665 6924 9,995003 
63 48 16432 10960 9,995003 
64 48 134234 54908 9,995003 
54 57 67991 17098 9,995003 
41 61 44743 28670 9,995003 
38 47 716227 81184 9,995003 
40 60 98090 33704 9,995003 
44 66 124648 27961 9,995003 
53 67 9719 5171 9,995003 
63 84 5850 4619 9,995003 
88 78 34448 35117 9,995003 
88 64 14823 21064 9,995003 
83 53 107771 9002 10,52305 
74 43 218992 115470 11,0624 
66 56 4794 10752 11,63521 
47 61 174410 30350 12,21934 
51 61 17271 17826 12,85848 
44 66 305700 65742 13,52429 
78 53 4648 6942 10,41318 
75 47 138974 34706 10,88143 
81 63 13008 10350 11,3878 
80 57 10461 16852 11,90583 
74 54 8812 14425 12,48481 
78 66 11058 6543 13,07234 
81 30 725088 33276 13,8943 
93 23 10310 15505 14,8123 
90 29 38988 35077 15,85423 
77 26 328131 66363 16,84269 
74 34 200469 98943 17,60886 
61 37 74871 53644 18,41909 
67 24 18226 14031 19,28588 
63 23 840227 208199 20,20354 
74 21 21594 24515 21,20723 
57 30 201623 25455 23,2618 
63 40 374296 55366 24,30783 
38 50 274725 75288 25,47719 
37 54 14979 8128 26,76961 
57 61 8059 6817 28,12761 
50 48 181708 44438 0 
61 54 99326 101059 10,24282 
51 41 102441 58128 10,69272 
53 37 12278 15981 11,16796 
64 38 16187 48987 11,65267 
64 38 130542 68777 0 
57 48 173248 37096 0 
56 60 35392 7950 0 
64 74 15742 2179 0 
77 70 5342 19030 0 
88 74 24647 38436 0 
84 53 26929 27532 0 
69 26 301656 113751 0 
81 56 8824 5081 0 
67 37 653291 385729 0 
74 51 228561 31745 0 
67 63 53703 13578 0 
66 53 9198 6801 9,995003 
75 74 802212 68756 10,15115 
77 56 190633 96569 10,29428 
61 48 128108 92299 10,44883 
50 50 50788 90961 10,59298 
40 54 984954 39946 9,995003 
47 60 46043 31035 9,995003 
51 51 282797 26057 9,995003 
66 56 2183 5446 9,995003 
67 44 187961 41205 10,14404 
47 47 568574 25722 10,29634 
61 57 5767 4250 9,995003 
54 51 134152 45182 10,15115 
64 48 166494 48901 9,995003 
75 47 169115 22640 10,10961 
69 47 172927 8886 10,20816 
56 60 159415 49015 10,42795 
56 56 187754 21574 9,995003 
64 53 12586 11093 9,995003 
63 56 15427 4147 10,1086 
60 56 275091 41902 10,32418 
56 56 13049 5521 9,995003 
61 48 4455 2668 9,995003 
61 38 83185 22195 10,1086 
74 47 46079 55490 10,2194 
51 61 44526 80042 10,33038 
38 53 366535 88372 9,995003 
43 60 121038 12098 9,995003 
47 35 118358 59802 9,995003 
40 51 138390 144300 9,995003 
40 54 131732 10798 9,995003 
56 67 20044 4855 9,995003 
69 53 9291 18574 9,995003 
60 56 225251 137174 10,11163 
51 70 82167 110690 9,995003 
57 51 5691 20553 9,995003 
63 61 10019 4750 9,995003 
74 66 25596 14726 10,09445 
70 77 135526 17644 10,19286 
67 91 3221 3250 10,29531 
51 87 222643 28256 10,39359 
53 83 7846 6080 9,995003 
69 83 14396 9550 9,995003 
74 67 3672 13806 10,09748 
80 77 5860 15573 10,29943 
60 60 315902 121846 0 
56 51 9529 12254 9,995003 
44 40 45388 41109 9,995003 
75 41 9568 13442 9,995003 
81 43 10079 9796 10,10455 
96 34 5721 14622 10,61715 
100 24 15918 11745 11,16132 
100 34 9256 2225 11,72166 
100 34 5884 5423 12,3286 
100 37 3699 6044 12,97994 
100 47 124312 17462 13,6862 
91 47 15931 12529 14,40207 
84 50 2286 6024 15,1933 
66 67 58866 30810 16,04403 
63 77 14385 27014 16,21016 
44 87 10119 11035 16,56911 
56 87 13578 4580 15,69838 
74 83 11450 6756 14,90317 
91 87 22637 10876 15,07406 
97 83 19228 8983 15,80711 
96 74 1787 13907 16,452 
75 69 14187 7563 18,09104 
53 77 79371 69032 0 
35 77 834844 42741 9,995003 
53 77 2628 9083 9,995003 
35 61 359756 43297 9,995003 
51 60 633 8114 9,995003 
67 70 5805 6699 9,995003 
56 78 76811 54506 10,10557 
60 77 338525 76506 9,995003 
54 80 24257 8392 9,995003 
56 63 11377 14410 9,995003 
56 47 71322 22621 9,995003 
80 53 5776 7863 9,995003 
80 50 14139 4791 9,995003 
69 60 378526 206487 0 
57 57 56443 24714 0 
54 41 104249 42059 0 
50 61 99652 28007 0 
50 60 105251 40856 0 
37 50 811588 276748 0 
30 50 155746 26476 0 
37 40 65197 25001 0 
41 40 304868 62089 0 
53 40 205227 152569 0 
44 66 78584 96825 0 
20 54 2334519 337785 0 
11 51 41650 20841 0 
1 61 178022 51658 0 
3 40 197718 130132 0 
